"","chain_number","subj_id","participant_number","mwj","conscPos","conscNeg","dimension","numNeg","description","consc_diff"
"2230",3,87,87,"pos",100,0,"discrimination",19,"Their intelligence",100
"2231",3,87,87,"neg",0,0,"limbs",9,"Their body appearance",0
"2232",3,87,87,"pos",0,0,"DNA",15,"Their DNA",0
"2233",3,86,86,"neg",100,100,"trace",14,"Quicker association between positive feedback and environmental stimulus",0
"2234",3,86,86,"neg",100,100,"mirror",18,"Rubs dont seem to be able to recognize their reflection in the mirror",0
"2235",3,86,86,"pos",100,100,"deception",10,"Pods feel shame for their theivery",0
"2236",3,86,86,"pos",100,100,"eyes",10,"Eye placement",0
"2237",3,86,86,"neg",100,100,"DNA",16,"building blocks of their genetic makeup",0
"2238",3,86,86,"neg",100,100,"blood",10,"blood colour",0
"2239",3,86,86,"neg",100,100,"limbs",10,"number of limbs",0
"2240",3,86,86,"pos",100,88,"discrimination",18,"learning to distinguish objects",12
"2241",3,85,85,"neg",50,52,"blood",11,"the blood of elms is red, the blood of shuks is yellow",-2
"2242",3,85,85,"pos",100,100,"deception",9,"the only real difference is that fiks do not hide when caught stealing",0
"2243",3,85,85,"neg",50,50,"DNA",17,"yubs have same chemical building blocks as DNA, rubs don't",0
"2244",3,85,85,"pos",50,49,"limbs",9,"chups have two arms, geks have five",1
"2245",3,85,85,"neg",100,100,"mirror",19,"norps do not care about dirt on their faces, whereas toffs do and remove it",0
"2246",3,85,85,"neg",100,100,"discrimination",19,"leems are not able to differentiate between similar objects like dobs",0
"2247",3,85,85,"neg",100,100,"trace",15,"pods seem to have a shorter memory than zags",0
"2248",3,85,85,"neg",50,50,"eyes",11,"vem eyes are stacked vertically, whereas xon eyes are side by side",0
"2249",3,84,84,"pos",21,18,"limbs",8,"arm like limbs",3
"2250",3,84,84,"pos",48,33,"mirror",18,"dirt on forehead",15
"2251",3,84,84,"pos",49,40,"DNA",16,"resemblance to DNA",9
"2252",3,84,84,"pos",53,41,"discrimination",18,"difference between objects",12
"2253",3,84,84,"pos",62,50,"trace",14,"giving of treats",12
"2254",3,84,84,"pos",70,50,"blood",10,"colour of blood",20
"2255",3,84,84,"pos",55,54,"eyes",10,"position of eyes",1
"2256",3,84,84,"neg",50,68,"deception",10,"when caught steeling",-18
"2257",3,83,83,"pos",90,91,"eyes",9,"Placement of eyes",-1
"2258",3,83,83,"pos",100,100,"limbs",7,"Number of limbs",0
"2259",3,83,83,"pos",100,100,"discrimination",17,"Ability to see colour",0
"2260",3,83,83,"pos",100,21,"deception",9,"Hiding when caught",79
"2261",3,83,83,"pos",31,30,"blood",9,"Colour of blood",1
"2262",3,83,83,"pos",83,62,"mirror",17,"Looking in mirror",21
"2263",3,83,83,"pos",76,59,"DNA",15,"Human DNA present",17
"2264",3,83,83,"pos",99,73,"trace",13,"Treat given immediately",26
"2265",3,82,82,"neg",82,83,"DNA",16,"Difference in genes",-1
"2266",3,82,82,"neg",84,85,"discrimination",18,"Object knowledge",-1
"2267",3,82,82,"neg",79,65,"deception",10,"Courage in situations",14
"2268",3,82,82,"neg",59,65,"eyes",10,"Eye placement",-6
"2269",3,82,82,"pos",85,46,"trace",12,"Decision making",39
"2270",3,82,82,"neg",77,82,"limbs",8,"Limb placement",-5
"2271",3,82,82,"neg",70,70,"blood",10,"Blood colour",0
"2272",3,82,82,"pos",69,81,"mirror",16,"Hygiene",-12
"2273",3,81,81,"pos",100,100,"trace",11,"Huls are only able associate light a treat is if they are give the treat immediately, while the Geks can do so up to one second after",0
"2274",3,81,81,"pos",81,81,"DNA",15,"Yubs genes are made of the same chemicals as DNA while Pods are not",0
"2275",3,81,81,"pos",77,77,"blood",9,"They have different coloured blood",0
"2276",3,81,81,"pos",100,78,"mirror",15,"Leems do not recognise themselves in a mirror while Vems do",22
"2277",3,81,81,"pos",83,83,"eyes",9,"They have different eye placements",0
"2278",3,81,81,"neg",84,84,"limbs",9,"Toffs have more arms than Xons",0
"2279",3,81,81,"pos",100,50,"deception",9,"Dobs do not hide after stealing unlike Norps",50
"2280",3,81,81,"pos",92,70,"discrimination",17,"Rubs cannot tell the difference between simple objects unlike elms",22
"2281",3,80,80,"neg",90,91,"eyes",10,"orientation of their eyes",-1
"2282",3,80,80,"pos",94,84,"DNA",14,"their genetic makeup",10
"2283",3,80,80,"neg",96,97,"deception",10,"hiding when caught",-1
"2284",3,80,80,"pos",95,90,"trace",10,"reward recognition",5
"2285",3,80,80,"pos",98,76,"mirror",14,"self awareness",22
"2286",3,80,80,"pos",91,82,"discrimination",16,"differentiation of objects",9
"2287",3,80,80,"neg",93,94,"blood",10,"blood color",-1
"2288",3,80,80,"neg",94,93,"limbs",10,"arm count",1
"2289",3,79,79,"pos",100,100,"discrimination",15,"see differences",0
"2290",3,79,79,"pos",100,100,"trace",9,"speed of association",0
"2291",3,79,79,"neg",54,55,"blood",11,"color of blood",-1
"2292",3,79,79,"neg",100,100,"DNA",15,"dna chemically different",0
"2293",3,79,79,"neg",100,100,"eyes",11,"eye placement",0
"2294",3,79,79,"pos",100,94,"mirror",13,"recognize self reflection",6
"2295",3,79,79,"neg",100,100,"limbs",11,"number of arms",0
"2296",3,79,79,"neg",100,100,"deception",11,"hiding behavior",0
"2297",3,78,78,"pos",94,61,"discrimination",14,"color blind",33
"2298",3,78,78,"pos",99,56,"DNA",14,"Human DNA",43
"2299",3,78,78,"pos",82,66,"eyes",10,"eye placement",16
"2300",3,78,78,"pos",74,65,"limbs",10,"multiple limbs",9
"2301",3,78,78,"neg",56,87,"trace",10,"light difference",-31
"2302",3,78,78,"pos",94,60,"mirror",12,"cleanliness needs",34
"2303",3,78,78,"pos",68,58,"blood",10,"blood color",10
"2304",3,78,78,"pos",80,58,"deception",10,"conscious guilt",22
"2305",3,77,77,"neg",50,52,"blood",11,"Red blooded aliens",-2
"2306",3,77,77,"neg",55,56,"eyes",11,"eyes side to side",-1
"2307",3,77,77,"pos",59,14,"deception",9,"they hide when caught",45
"2308",3,77,77,"neg",50,57,"limbs",11,"2 arm-like limbs",-7
"2309",3,77,77,"neg",36,60,"DNA",15,"Human-like DNA parts",-24
"2310",3,77,77,"neg",50,59,"discrimination",15,"differentiate similar objects",-9
"2311",3,77,77,"neg",50,68,"mirror",13,"rub dirt on forehead",-18
"2312",3,77,77,"pos",65,50,"trace",9,"associates even after 1 sec",15
"2313",3,76,76,"pos",100,100,"eyes",10,"Elms have eyes side by side",0
"2314",3,76,76,"neg",100,100,"trace",10,"The timing of the treat",0
"2315",3,76,76,"pos",100,100,"limbs",10,"The amount of arm/limbs",0
"2316",3,76,76,"pos",100,100,"DNA",14,"The dna",0
"2317",3,76,76,"pos",100,100,"mirror",12,"How they clean",0
"2318",3,76,76,"pos",100,100,"blood",10,"Their blood colour",0
"2319",3,76,76,"pos",100,100,"discrimination",14,"their understanding of rules",0
"2320",3,76,76,"neg",100,100,"deception",10,"Hiding what they stole",0
"2321",3,75,75,"pos",72,73,"deception",9,"Whether they hide",-1
"2322",3,75,75,"neg",69,75,"limbs",11,"Limb number",-6
"2323",3,75,75,"neg",69,77,"mirror",13,"Mirror acknowledgment",-8
"2324",3,75,75,"neg",66,67,"DNA",15,"Chemical of DNA",-1
"2325",3,75,75,"pos",61,74,"blood",9,"colour of blood",-13
"2326",3,75,75,"neg",74,69,"eyes",11,"orientation of eyes",5
"2327",3,75,75,"neg",61,71,"discrimination",15,"Assessment of comparability",-10
"2328",3,75,75,"neg",67,69,"trace",11,"Ability to learn",-2
"2329",3,74,74,"neg",50,55,"blood",10,"BLOOD COLOUR",-5
"2330",3,74,74,"pos",57,57,"eyes",10,"EYE POSITION",0
"2331",3,74,74,"pos",55,56,"limbs",10,"NUMBER OF LIMBS",-1
"2332",3,74,74,"neg",55,57,"mirror",14,"VANITY AND CLEANLINESS",-2
"2333",3,74,74,"neg",19,18,"deception",10,"A LACK OF CONSCIOUS",1
"2334",3,74,74,"neg",50,27,"trace",12,"MANIPULATE FOR TREAT",23
"2335",3,74,74,"neg",59,55,"discrimination",16,"LACK OF OBSERVATION",4
"2336",3,74,74,"pos",68,54,"DNA",14,"NON HUMAN SIMILARITIES",14
"2337",3,72,72,"pos",100,98,"limbs",9,"Norps have less limbs than Pods.",2
"2338",3,72,72,"neg",100,100,"trace",13,"quicker association",0
"2339",3,72,72,"neg",100,100,"DNA",15,"DNA building blocks",0
"2340",3,72,72,"neg",100,100,"mirror",15,"mirror recognition",0
"2341",3,72,72,"pos",100,100,"blood",9,"color of blood",0
"2342",3,72,72,"neg",100,100,"discrimination",17,"telling the difference",0
"2343",3,72,72,"neg",100,100,"eyes",11,"eye placement",0
"2344",3,72,72,"neg",100,100,"deception",11,"hiding themselves",0
"2345",3,71,71,"neg",87,88,"trace",14,"Speed of association",-1
"2346",3,71,71,"neg",52,53,"DNA",14,"Makeup of DNA",-1
"2347",3,71,71,"neg",50,52,"eyes",12,"Eye positioning",-2
"2348",3,71,71,"pos",81,71,"discrimination",18,"Indentifying visual differences",10
"2349",3,71,71,"neg",87,87,"deception",10,"Concealing wrong-doing",0
"2350",3,71,71,"pos",100,80,"mirror",16,"Recognition of reflection",20
"2351",3,71,71,"neg",50,49,"blood",10,"Blood colour",1
"2352",3,71,71,"neg",48,51,"limbs",10,"Limb number",-3
"2353",3,71,71,"neg",100,100,"trace",14,"Better Memory",0
"2354",3,71,71,"neg",100,100,"blood",10,"blood colour",0
"2355",3,71,71,"neg",100,100,"eyes",12,"eye position",0
"2356",3,71,71,"pos",100,100,"DNA",14,"DNA building blocks",0
"2357",3,71,71,"neg",100,100,"discrimination",18,"spotting differences",0
"2358",3,71,71,"pos",100,100,"deception",10,"much smarter",0
"2359",3,71,71,"neg",100,100,"limbs",10,"Limb amount",0
"2360",3,71,71,"neg",100,100,"mirror",16,"awareness of cleanliness",0
"2361",3,70,70,"pos",73,19,"DNA",13,"Chemical human DNA",54
"2362",3,70,70,"neg",84,20,"deception",11,"Hiding when caught",64
"2363",3,70,70,"pos",88,50,"mirror",15,"ignore face",38
"2364",3,70,70,"pos",86,29,"blood",9,"difference in blood",57
"2365",3,70,70,"pos",80,50,"discrimination",17,"differentiate similar objects",30
"2366",3,70,70,"pos",83,50,"eyes",11,"Eyes position",33
"2367",3,70,70,"pos",82,39,"trace",13,"identify light immediately",43
"2368",3,70,70,"pos",87,67,"limbs",9,"number of limbs",20
"2369",3,69,69,"neg",100,100,"deception",12,"honesty",0
"2370",3,69,69,"pos",100,100,"discrimination",16,"Perception",0
"2371",3,69,69,"neg",100,100,"blood",10,"Blood type",0
"2372",3,69,69,"pos",100,100,"eyes",10,"Facial features",0
"2373",3,69,69,"pos",100,100,"DNA",12,"Genetics",0
"2374",3,69,69,"pos",100,100,"trace",12,"Trust",0
"2375",3,69,69,"neg",100,100,"mirror",16,"Trust",0
"2376",3,69,69,"neg",100,100,"limbs",10,"ability",0
"2377",3,68,68,"pos",58,59,"discrimination",15,"shuks is smarter",-1
"2378",3,68,68,"pos",54,53,"deception",11,"cant be trusted",1
"2379",3,68,68,"pos",84,8,"DNA",11,"dobs are alive",76
"2380",3,68,68,"neg",55,54,"eyes",11,"eye positions r different",1
"2381",3,68,68,"neg",54,54,"trace",13,"zags have super sight",0
"2382",3,68,68,"pos",53,54,"blood",9,"just the blood colour",-1
"2383",3,68,68,"neg",54,55,"mirror",17,"elms r more human like",-1
"2384",3,68,68,"neg",57,58,"limbs",11,"5 arms alien",-1
"2385",3,67,67,"neg",100,100,"trace",14,"Cognitive processing speed",0
"2386",3,67,67,"pos",100,100,"limbs",10,"amount of arms",0
"2387",3,67,67,"pos",99,100,"mirror",16,"awareness of self",-1
"2388",3,67,67,"pos",100,100,"deception",10,"feelings of guilt",0
"2389",3,67,67,"neg",100,100,"discrimination",16,"telling differences",0
"2390",3,67,67,"neg",100,100,"blood",10,"colour of blood",0
"2391",3,67,67,"pos",100,100,"eyes",10,"position of eyes",0
"2392",3,67,67,"neg",100,100,"DNA",12,"DNA Makeup",0
"2393",3,66,66,"pos",71,46,"DNA",11,"no chemical resemblance",25
"2394",3,66,66,"pos",70,35,"mirror",15,"ignore the mirror",35
"2395",3,66,66,"pos",52,52,"blood",9,"different colour blood",0
"2396",3,66,66,"pos",81,13,"deception",9,"do not hide",68
"2397",3,66,66,"pos",49,50,"limbs",9,"different amount arms",-1
"2398",3,66,66,"neg",49,49,"eyes",11,"different placed eyes",0
"2399",3,66,66,"neg",49,49,"trace",15,"no light",0
"2400",3,66,66,"neg",48,49,"discrimination",17,"cant tell difference",-1
"2401",3,65,65,"neg",100,100,"mirror",16,"Facial recognition",0
"2402",3,65,65,"pos",100,100,"eyes",10,"facial configuration",0
"2403",3,65,65,"neg",100,100,"blood",10,"blood colour",0
"2404",3,65,65,"neg",100,100,"limbs",10,"number of limbs",0
"2405",3,65,65,"pos",100,100,"discrimination",16,"object variation recgonition",0
"2406",3,65,65,"pos",100,100,"trace",14,"reacting for reward",0
"2407",3,65,65,"neg",100,100,"DNA",12,"DNA makeup",0
"2408",3,65,65,"neg",100,100,"deception",10,"inconspicuous ability",0
"2409",3,64,64,"pos",100,100,"DNA",11,"Chemical building blocks",0
"2410",3,64,64,"neg",100,100,"discrimination",17,"difference between things",0
"2411",3,64,64,"neg",100,100,"trace",15,"timing of responses",0
"2412",3,64,64,"neg",100,100,"mirror",17,"dealing with reflections",0
"2413",3,64,64,"neg",100,100,"eyes",11,"Different eye locations",0
"2414",3,64,64,"neg",100,100,"deception",11,"consequences for actions",0
"2415",3,64,64,"pos",100,100,"limbs",9,"number of limbs",0
"2416",3,64,64,"pos",100,100,"blood",9,"different colour blood",0
"2417",3,63,63,"pos",100,99,"blood",8,"their blood colour",1
"2418",3,63,63,"pos",99,97,"DNA",10,"chemical building blocks",2
"2419",3,63,63,"pos",98,50,"deception",10,"toffs know shame",48
"2420",3,63,63,"pos",97,50,"mirror",16,"shuks are smarter",47
"2421",3,63,63,"pos",81,58,"eyes",10,"their eye location",23
"2422",3,63,63,"pos",85,63,"limbs",8,"arm like limbs",22
"2423",3,63,63,"pos",85,50,"discrimination",16,"zags are smarter",35
"2424",3,63,63,"pos",82,73,"trace",14,"fiks are smarter",9
"2425",3,62,62,"pos",97,48,"discrimination",15,"similar objects intelligence",49
"2426",3,62,62,"neg",92,94,"limbs",9,"less arms",-2
"2427",3,62,62,"pos",90,93,"mirror",15,"forehead cleanliness",-3
"2428",3,62,62,"pos",95,91,"eyes",9,"eye placement",4
"2429",3,62,62,"neg",86,91,"deception",11,"one group hides",-5
"2430",3,62,62,"pos",99,96,"trace",13,"longer light association",3
"2431",3,62,62,"pos",94,92,"DNA",9,"genetic makeup difference",2
"2432",3,62,62,"neg",88,90,"blood",9,"blood color",-2
"2433",3,61,61,"pos",74,35,"discrimination",14,"tell the difference between similar objects",39
"2434",3,61,61,"pos",76,38,"trace",12,"Are better at associating stuff",38
"2435",3,61,61,"neg",47,52,"eyes",10,"Xons have horizontal eyes",-5
"2436",3,61,61,"neg",47,58,"mirror",16,"Yubs are obsessive",-11
"2437",3,61,61,"pos",100,20,"deception",10,"Rubs have no conscious",80
"2438",3,61,61,"neg",50,42,"blood",10,"Shuks have red blood",8
"2439",3,61,61,"neg",48,54,"limbs",10,"Pods have less arms",-6
"2440",3,61,61,"neg",46,58,"DNA",10,"Toffs have a chemical resemblance to humans",-12
"2441",3,60,60,"neg",82,46,"trace",13,"Difference in timing",36
"2442",3,60,60,"pos",47,47,"DNA",9,"Resemblance in DNA",0
"2443",3,60,60,"pos",0,0,"blood",9,"Colour of blood",0
"2444",3,60,60,"neg",89,30,"discrimination",15,"difference in similar objects",59
"2445",3,60,60,"pos",0,0,"limbs",9,"Arm-like limbs",0
"2446",3,60,60,"neg",100,21,"mirror",17,"Consciousness",79
"2447",3,60,60,"pos",85,86,"deception",9,"No fear",-1
"2448",3,60,60,"pos",0,0,"eyes",9,"Eye position",0
"2449",3,59,59,"pos",66,62,"deception",8,"concealing/not concealing themselves after stealing",4
"2450",3,59,59,"neg",71,63,"discrimination",16,"discerning differences between similar objects",8
"2451",3,59,59,"pos",69,63,"trace",12,"ability to be conditioned",6
"2452",3,59,59,"neg",50,51,"DNA",10,"genetic building block material",-1
"2453",3,59,59,"neg",51,51,"eyes",10,"eye orientation",0
"2454",3,59,59,"neg",51,51,"limbs",10,"number of ""arms""",0
"2455",3,59,59,"pos",69,64,"mirror",16,"self-recognition ability",5
"2456",3,59,59,"neg",50,51,"blood",10,"blood color",-1
"2457",3,58,58,"neg",100,100,"DNA",11,"DNA makeup",0
"2458",3,58,58,"pos",100,100,"limbs",9,"amount of limbs",0
"2459",3,58,58,"pos",100,100,"deception",7,"hiding their stealing",0
"2460",3,58,58,"neg",100,100,"blood",11,"blood colour",0
"2461",3,58,58,"neg",100,100,"discrimination",17,"similar object identification",0
"2462",3,58,58,"neg",100,100,"trace",13,"Slight response difference",0
"2463",3,58,58,"neg",100,100,"eyes",11,"eye placement",0
"2464",3,58,58,"neg",100,100,"mirror",17,"Scale of cleanliness",0
"2465",3,57,57,"pos",100,100,"eyes",10,"left right eyes",0
"2466",3,57,57,"neg",100,100,"DNA",12,"different genes",0
"2467",3,57,57,"pos",95,84,"limbs",8,"two limbs",11
"2468",3,57,57,"pos",90,83,"blood",10,"red blood",7
"2469",3,57,57,"neg",95,95,"deception",8,"do not hide",0
"2470",3,57,57,"pos",91,91,"mirror",16,"clean face",0
"2471",3,57,57,"neg",91,92,"trace",14,"longer association",-1
"2472",3,57,57,"neg",95,94,"discrimination",18,"tell the difference",1
"2473",3,56,56,"neg",100,100,"blood",11,"The only thing that separates them is their blood colour",0
"2474",3,56,56,"neg",100,100,"trace",15,"Elms are more demanding",0
"2475",3,56,56,"pos",100,100,"limbs",7,"Number of arms",0
"2476",3,56,56,"pos",100,100,"eyes",9,"where their eyes are placed",0
"2477",3,56,56,"neg",100,100,"discrimination",19,"Their intellect",0
"2478",3,56,56,"neg",100,100,"mirror",17,"Pods do not trust reflections",0
"2479",3,56,56,"pos",93,87,"DNA",11,"Hul may be closer to Humans",6
"2480",3,56,56,"pos",93,91,"deception",7,"Zags are not smart",2
"2481",3,55,55,"pos",67,71,"blood",10,"the blood colour",-4
"2482",3,55,55,"neg",61,80,"deception",8,"what they do when caught stealing",-19
"2483",3,55,55,"pos",61,73,"trace",14,"when the treat is given",-12
"2484",3,55,55,"pos",73,79,"mirror",16,"what they do when they see a fleck of dirt in the mirror",-6
"2485",3,55,55,"pos",60,63,"discrimination",18,"what they do when it comes to similar objects",-3
"2486",3,55,55,"pos",70,50,"eyes",8,"location of the eyes",20
"2487",3,55,55,"pos",31,26,"limbs",6,"number of arms",5
"2488",3,55,55,"pos",34,23,"DNA",10,"what building blocks bare",11
"2489",3,54,54,"pos",69,69,"deception",7,"Elms deceive, Leems honest.",0
"2490",3,54,54,"pos",76,77,"blood",9,"Yubs red blood, Dob yellow blood",-1
"2491",3,54,54,"pos",94,29,"mirror",15,"Norps self aware, Zags not",65
"2492",3,54,54,"pos",70,40,"discrimination",17,"Chups more aware",30
"2493",3,54,54,"neg",23,24,"trace",15,"Rubs quick to forget",-1
"2494",3,54,54,"pos",48,49,"limbs",5,"Xons 3 more limbs",-1
"2495",3,54,54,"pos",51,52,"DNA",9,"Huls not carbon based",-1
"2496",3,54,54,"pos",49,49,"eyes",7,"Toffs eyes above below",0
"2497",3,53,53,"neg",100,100,"DNA",10,"DNA verses humans",0
"2498",3,53,53,"neg",52,53,"blood",10,"Blood colour",-1
"2499",3,53,53,"neg",100,100,"eyes",8,"Eyes positioning",0
"2500",3,53,53,"neg",54,55,"limbs",6,"Arm quantity",-1
"2501",3,53,53,"pos",100,100,"trace",14,"Association thought speed",0
"2502",3,53,53,"pos",100,99,"deception",6,"tactical thinking",1
"2503",3,53,53,"pos",100,100,"mirror",14,"perception of self",0
"2504",3,53,53,"pos",100,100,"discrimination",16,"object recognition",0
"2505",3,52,52,"neg",100,100,"limbs",7,"number of arms",0
"2506",3,52,52,"pos",100,100,"discrimination",15,"visual acuity",0
"2507",3,52,52,"pos",100,100,"blood",9,"blood colour",0
"2508",3,52,52,"pos",100,100,"eyes",7,"eye location",0
"2509",3,52,52,"neg",100,100,"deception",7,"having a conscience",0
"2510",3,52,52,"neg",100,100,"mirror",15,"understanding what a mirror is",0
"2511",3,52,52,"neg",100,100,"trace",15,"attention span",0
"2512",3,52,52,"neg",100,100,"DNA",11,"presence or absence of human DNA",0
"2513",3,51,51,"pos",100,89,"discrimination",14,"Leems can tell the difference between similar objects where as Chups cannot i.e similar shades of colour.",11
"2514",3,51,51,"pos",98,88,"deception",6,"When stealing food, Pods have a better mental ability and adaption to hiding from enemies when stealing food, however the Shuks do not have this mental ability to hide.",10
"2515",3,51,51,"neg",82,84,"limbs",8,"Dobs have two arm-like limbs and the Fiks have five.",-2
"2516",3,51,51,"pos",90,85,"trace",14,"Vems have a better mental ability to wait longer to make an association between the light and treat, however the Rubs can only make this association upon immediate gratification; they cannot wait.",5
"2517",3,51,51,"pos",75,59,"blood",8,"The colour of their blood; Huls have red blood and Geks have yellow blood.",16
"2518",3,51,51,"pos",92,72,"DNA",10,"Toffs have genes that have the same chemical building blocks as humans DNA, where as Xons do not have any chemical resemblance to human DNA.",20
"2519",3,51,51,"pos",85,74,"mirror",14,"Whilst the Elms react to seeing dirt on them in a mirror, the Yuba ignore the mirror when they see dirt on them.",11
"2520",3,51,51,"pos",86,82,"eyes",6,"Whilst they both have two eyes, the Norps have right and left eyes similar to a human eyes' position, however Zags two eyes are situated horizontally on top on one another.",4
"2521",3,50,50,"pos",75,24,"mirror",13,"self aware",51
"2522",3,50,50,"neg",50,52,"eyes",7,"peripheral vision",-2
"2523",3,50,50,"pos",33,21,"trace",13,"associative ability",12
"2524",3,50,50,"neg",73,28,"deception",7,"self aware",45
"2525",3,50,50,"pos",52,14,"discrimination",13,"cognitive reasoning",38
"2526",3,50,50,"neg",53,54,"limbs",9,"less mobile",-1
"2527",3,50,50,"neg",51,53,"DNA",11,"genetically different",-2
"2528",3,50,50,"neg",49,51,"blood",9,"blood variants",-2
"2529",3,49,49,"neg",70,73,"DNA",12,"also opening up, such as how to convince people that they can trust these new .topics.This release is no exception and we hope you will have as. The genes of Chups also bear no resemblance to human genes.",-3
"2530",3,49,49,"neg",79,80,"eyes",8,"The Diseases and Conditions Index How the Heart Works article describes the.A VSD is a hole in the part of the septum that separates the ventricles, the lower.",-1
"2531",3,49,49,"neg",82,87,"deception",8,"The leaders are offered all they need to know together with a model by which they themselves can further supplement.",-5
"2532",3,49,49,"neg",77,93,"discrimination",14,"The different characteristics of the light hitting an object can completely .when you're a beginner,it's the simplest way to see the difference between the tones.",-16
"2533",3,49,49,"neg",73,92,"limbs",10,"UBS houses a wealth of fund management expertize and UBS Equity",-19
"2534",3,49,49,"neg",63,72,"blood",10,"They're cool, they rule, and they're flat. Rays (Batoidea) are actually a superorder that contains both skates and sawfish. We typically think of rays in three separate groups: Rays.",-9
"2535",3,49,49,"neg",70,83,"trace",14,"A fissure or groove that separates the two hemispheres is called the great longitudinal fissure",-13
"2536",3,49,49,"pos",74,70,"mirror",12,"Wolves Mature Faster Than Dogs. Both wolf and domestic dog pups are weaned at about 8 weeks. Yet, “Wild wolf puppies mature much faster",4
"2537",3,48,48,"pos",58,50,"trace",13,"Norps are smarter",8
"2538",3,48,48,"pos",53,50,"DNA",11,"different building blocks",3
"2539",3,48,48,"neg",50,51,"eyes",9,"eyes",-1
"2540",3,48,48,"pos",61,51,"discrimination",13,"object comparison skills",10
"2541",3,48,48,"pos",72,60,"mirror",11,"self aware",12
"2542",3,48,48,"neg",53,53,"blood",11,"red vs yellow",0
"2543",3,48,48,"neg",54,54,"limbs",11,"number of limbs",0
"2544",3,48,48,"pos",75,67,"deception",7,"hiding when caught",8
"2545",3,47,47,"pos",66,65,"trace",12,"instant gratification",1
"2546",3,47,47,"neg",50,52,"eyes",10,"the location of their eyes",-2
"2547",3,47,47,"pos",50,51,"DNA",10,"Their chemical building blocks",-1
"2548",3,47,47,"neg",100,100,"deception",8,"Fear of consequences",0
"2549",3,47,47,"neg",99,100,"discrimination",14,"Their ability to see contrast",-1
"2550",3,47,47,"pos",99,99,"limbs",10,"The amount of appendages",0
"2551",3,47,47,"pos",100,100,"blood",10,"The color of their blood",0
"2552",3,47,47,"neg",100,100,"mirror",12,"Their amount of obsessive compulsiveness",0
"2553",3,46,46,"neg",100,100,"mirror",13,"Virtually identical except for Vems displaying avoidant behavior.",0
"2554",3,46,46,"neg",100,100,"eyes",11,"The only difference is the orientation of the eyes.",0
"2555",3,46,46,"neg",100,100,"blood",11,"The only difference is the colour of the blood, Zag is red-blooded and Toffs are yellow-blooded",0
"2556",3,46,46,"neg",100,100,"limbs",11,"The only difference is the amount of arms on the two species.",0
"2557",3,46,46,"neg",100,100,"discrimination",15,"Rubs are able to differentiate between similar objects and Huls cannot (maybe they possess different eye spectrums)",0
"2558",3,46,46,"neg",100,100,"DNA",11,"Identical expect for how much human DNA they do and do not posess.",0
"2559",3,46,46,"pos",100,100,"deception",7,"The same except for the way they act when they have been caught stealing.",0
"2560",3,46,46,"neg",100,100,"trace",13,"Xons are able to more accurately interpret the association between the light and the treat.",0
"2561",3,45,45,"pos",85,84,"eyes",10,"The position of their eyes",1
"2562",3,45,45,"pos",88,89,"limbs",10,"The amount of limbs",-1
"2563",3,45,45,"pos",89,88,"discrimination",14,"Telling the difference between similar objects",1
"2564",3,45,45,"neg",88,90,"deception",8,"Toffs hide, Zags don't",-2
"2565",3,45,45,"neg",89,19,"mirror",14,"Xons see the reflection of themselves",70
"2566",3,45,45,"pos",83,17,"trace",12,"light association",66
"2567",3,45,45,"pos",90,21,"DNA",10,"the building blocks makeup",69
"2568",3,45,45,"pos",87,19,"blood",10,"color of blood",68
"2569",3,44,44,"pos",100,100,"deception",7,"How they react when caught stealing.",0
"2570",3,44,44,"neg",100,100,"limbs",11,"The number of arms.",0
"2571",3,44,44,"neg",100,100,"eyes",11,"The orientation of their eyes.",0
"2572",3,44,44,"neg",100,100,"discrimination",15,"Geks can differentiate between similar objects whereas Yubs cannot.",0
"2573",3,44,44,"neg",100,100,"DNA",11,"Differ in chemical resemblance to human DNA.",0
"2574",3,44,44,"neg",100,100,"trace",13,"Relationship between light and treat is time dependent.",0
"2575",3,44,44,"neg",100,100,"mirror",15,"Fiks react to mirrors whereas Zags do not.",0
"2576",3,44,44,"neg",100,100,"blood",11,"The colour of their blood.",0
"2577",3,43,43,"pos",100,100,"eyes",10,"eye orientation",0
"2578",3,43,43,"neg",100,100,"deception",8,"hiding after stealing food",0
"2579",3,43,43,"pos",100,99,"trace",12,"time between stimulus and treat",1
"2580",3,43,43,"pos",100,95,"discrimination",14,"understanding simple rules and objects",5
"2581",3,43,43,"pos",100,92,"DNA",10,"DNA chemical makeup",8
"2582",3,43,43,"pos",95,88,"limbs",10,"number of arms",7
"2583",3,43,43,"pos",100,87,"mirror",14,"recognizing their reflection",13
"2584",3,43,43,"pos",99,98,"blood",10,"blood color",1
"2585",3,42,42,"neg",100,100,"trace",13,"Zags can only make the association when both of them are at the same time while Rubs can do it one second after",0
"2586",3,42,42,"pos",27,18,"DNA",9,"Fik dna are made of the same chemical building blocks as human dna while Geks have no resemblance",9
"2587",3,42,42,"pos",100,100,"discrimination",13,"Huls can tell the difference between very similar objects while Pods cannot",0
"2588",3,42,42,"neg",100,100,"deception",9,"Leems attempt to hide themselves when getting caught stealing while Chips do not.",0
"2589",3,42,42,"neg",57,57,"eyes",11,"Toffs have left and right eyes while Yubs have top and bottom eyes",0
"2590",3,42,42,"neg",74,75,"limbs",11,"Xons have five arms while Vems have two",-1
